date,fund,ticker,weight
2022-09-01,Combined Max-Sharpe,AMGN,0.062447178586248035
2022-10-03,Combined Max-Sharpe,AMGN,0.0
2022-11-01,Combined Max-Sharpe,AMGN,0.39046324521719145
2022-12-01,Combined Max-Sharpe,AMGN,0.2715125672183104
2023-01-03,Combined Max-Sharpe,AMGN,0.028342818431017786
2023-02-01,Combined Max-Sharpe,AMGN,0.0
2023-03-01,Combined Max-Sharpe,AMGN,1.0032976075628253e-16
2023-04-03,Combined Max-Sharpe,AMGN,1.5281620687807445e-14
2023-05-01,Combined Max-Sharpe,AMGN,0.0
2023-06-01,Combined Max-Sharpe,AMGN,2.256152494839963e-16
2023-07-03,Combined Max-Sharpe,AMGN,1.3311382744169668e-16
2023-08-01,Combined Max-Sharpe,AMGN,0.0
2023-09-01,Combined Max-Sharpe,AMGN,6.093606185565514e-17
2023-10-02,Combined Max-Sharpe,AMGN,0.10396338370527082
2023-11-01,Combined Max-Sharpe,AMGN,9.403059584379851e-17
2023-12-01,Combined Max-Sharpe,AMGN,0.0
2021-01-04,Combined Max-Sharpe,AMT,8.81496711801506e-17
2021-02-01,Combined Max-Sharpe,AMT,0.0
2021-03-01,Combined Max-Sharpe,AMT,0.0
2021-04-01,Combined Max-Sharpe,AMT,0.0
2021-05-03,Combined Max-Sharpe,AMT,0.0
2021-06-01,Combined Max-Sharpe,AMT,0.0
2021-07-01,Combined Max-Sharpe,AMT,0.0
2021-08-02,Combined Max-Sharpe,AMT,0.0
2021-09-01,Combined Max-Sharpe,AMT,9.653319104806167e-17
2021-10-01,Combined Max-Sharpe,AMT,0.0
2021-11-01,Combined Max-Sharpe,AMT,3.741514393447474e-19
2021-12-01,Combined Max-Sharpe,AMT,1.6310529162429656e-16
2022-01-03,Combined Max-Sharpe,AMT,6.034320103838631e-18
2022-02-01,Combined Max-Sharpe,AMT,0.0
2022-03-01,Combined Max-Sharpe,AMT,0.0
2022-04-01,Combined Max-Sharpe,AMT,0.0
2022-05-02,Combined Max-Sharpe,AMT,0.0
2022-06-01,Combined Max-Sharpe,AMT,1.196545858367423e-16
2022-07-01,Combined Max-Sharpe,AMT,1.1506173635871053e-16
2022-08-01,Combined Max-Sharpe,AMT,2.152070108715979e-16
2022-09-01,Combined Max-Sharpe,AMT,0.0
2022-10-03,Combined Max-Sharpe,AMT,6.272735719843533e-17
2022-11-01,Combined Max-Sharpe,AMT,1.8236592560296478e-16
2022-12-01,Combined Max-Sharpe,AMT,2.639764372933786e-16
2023-01-03,Combined Max-Sharpe,AMT,1.0785857604402046e-16
2023-02-01,Combined Max-Sharpe,AMT,9.36107773324779e-17
2023-03-01,Combined Max-Sharpe,AMT,0.0
2023-04-03,Combined Max-Sharpe,AMT,2.0696056914219814e-14
2023-05-01,Combined Max-Sharpe,AMT,0.0
2023-06-01,Combined Max-Sharpe,AMT,8.67549261217882e-17
2023-07-03,Combined Max-Sharpe,AMT,0.0
2023-08-01,Combined Max-Sharpe,AMT,0.0
2023-09-01,Combined Max-Sharpe,AMT,0.0
2023-10-02,Combined Max-Sharpe,AMT,0.0
2023-11-01,Combined Max-Sharpe,AMT,0.0
2023-12-01,Combined Max-Sharpe,AMT,5.596752821115029e-17
2021-01-04,Combined Max-Sharpe,BA,2.8504458537840906e-17
2021-02-01,Combined Max-Sharpe,BA,6.55677706545183e-17
2021-03-01,Combined Max-Sharpe,BA,1.0162723742003556e-16
2021-04-01,Combined Max-Sharpe,BA,7.045477715729583e-17
2021-05-03,Combined Max-Sharpe,BA,0.0
2021-06-01,Combined Max-Sharpe,BA,4.333954931752939e-17
2021-07-01,Combined Max-Sharpe,BA,0.0
2021-08-02,Combined Max-Sharpe,BA,0.0
2021-09-01,Combined Max-Sharpe,BA,1.10258248132995e-16
2021-10-01,Combined Max-Sharpe,BA,1.3536275249967824e-16
2021-11-01,Combined Max-Sharpe,BA,1.1234930457544213e-16
2021-12-01,Combined Max-Sharpe,BA,0.0
2022-01-03,Combined Max-Sharpe,BA,0.0
2022-02-01,Combined Max-Sharpe,BA,0.0
