date,fund,ticker,weight
2023-12-01,Equity Max-Sharpe,KO,1.523611936216389e-17
2021-01-04,Equity Max-Sharpe,MMM,0.0
2021-02-01,Equity Max-Sharpe,MMM,1.2942894439474564e-16
2021-03-01,Equity Max-Sharpe,MMM,0.0
2021-04-01,Equity Max-Sharpe,MMM,0.0
2021-05-03,Equity Max-Sharpe,MMM,1.545344717893764e-17
2021-06-01,Equity Max-Sharpe,MMM,0.0
2021-07-01,Equity Max-Sharpe,MMM,3.188964690890099e-17
2021-08-02,Equity Max-Sharpe,MMM,8.36405858182161e-17
2021-09-01,Equity Max-Sharpe,MMM,0.0
2021-10-01,Equity Max-Sharpe,MMM,2.147161766191933e-17
2021-11-01,Equity Max-Sharpe,MMM,0.0
2021-12-01,Equity Max-Sharpe,MMM,0.0
2022-01-03,Equity Max-Sharpe,MMM,0.0
2022-02-01,Equity Max-Sharpe,MMM,7.86524789392112e-17
2022-03-01,Equity Max-Sharpe,MMM,0.0
2022-04-01,Equity Max-Sharpe,MMM,0.0
2022-05-02,Equity Max-Sharpe,MMM,0.0
2022-06-01,Equity Max-Sharpe,MMM,0.0
2022-07-01,Equity Max-Sharpe,MMM,0.0
2022-08-01,Equity Max-Sharpe,MMM,0.0
2022-09-01,Equity Max-Sharpe,MMM,1.5195712620189258e-17
2022-10-03,Equity Max-Sharpe,MMM,0.0
2022-11-01,Equity Max-Sharpe,MMM,5.277189734355219e-17
2022-12-01,Equity Max-Sharpe,MMM,0.0
2023-01-03,Equity Max-Sharpe,MMM,7.2312289983796e-17
2023-02-01,Equity Max-Sharpe,MMM,0.0
2023-03-01,Equity Max-Sharpe,MMM,8.615055333855628e-18
2023-04-03,Equity Max-Sharpe,MMM,0.0
2023-05-01,Equity Max-Sharpe,MMM,0.0
2023-06-01,Equity Max-Sharpe,MMM,0.0
2023-07-03,Equity Max-Sharpe,MMM,0.0
2023-08-01,Equity Max-Sharpe,MMM,0.0
2023-09-01,Equity Max-Sharpe,MMM,7.179469198794872e-17
2023-10-02,Equity Max-Sharpe,MMM,0.0
2023-11-01,Equity Max-Sharpe,MMM,0.0
2023-12-01,Equity Max-Sharpe,MMM,5.416235234776781e-17
2021-01-04,Equity Max-Sharpe,MRK,2.1010602692030386e-17
2021-02-01,Equity Max-Sharpe,MRK,0.0
2021-03-01,Equity Max-Sharpe,MRK,0.0
2021-04-01,Equity Max-Sharpe,MRK,3.912031819773036e-17
2021-05-03,Equity Max-Sharpe,MRK,0.0
2021-06-01,Equity Max-Sharpe,MRK,0.0
2021-07-01,Equity Max-Sharpe,MRK,0.0
2021-08-02,Equity Max-Sharpe,MRK,1.477504000142383e-17
2021-09-01,Equity Max-Sharpe,MRK,0.0
2021-10-01,Equity Max-Sharpe,MRK,4.526934780976626e-17
2021-11-01,Equity Max-Sharpe,MRK,0.03266280736658413
2021-12-01,Equity Max-Sharpe,MRK,5.284134403188408e-18
2022-01-03,Equity Max-Sharpe,MRK,0.0
2022-02-01,Equity Max-Sharpe,MRK,4.977086216318603e-17
2022-03-01,Equity Max-Sharpe,MRK,2.3605017905277176e-17
2022-04-01,Equity Max-Sharpe,MRK,1.1920436117050047e-17
2022-05-02,Equity Max-Sharpe,MRK,0.08081576243024101
2022-06-01,Equity Max-Sharpe,MRK,0.13373654426006604
2022-07-01,Equity Max-Sharpe,MRK,0.03333163896205682
2022-08-01,Equity Max-Sharpe,MRK,0.0576289540166394
2022-09-01,Equity Max-Sharpe,MRK,0.03377252182192523
2022-10-03,Equity Max-Sharpe,MRK,0.05291655683535882
2022-11-01,Equity Max-Sharpe,MRK,1.1469329451157053e-16
2022-12-01,Equity Max-Sharpe,MRK,0.3878767225422803
2023-01-03,Equity Max-Sharpe,MRK,0.6410699342200951
2023-02-01,Equity Max-Sharpe,MRK,0.49620599806684956
2023-03-01,Equity Max-Sharpe,MRK,0.6028282486451488
2023-04-03,Equity Max-Sharpe,MRK,0.4028859264375687
2023-05-01,Equity Max-Sharpe,MRK,0.47102140047627006
2023-06-01,Equity Max-Sharpe,MRK,0.416429083132683
2023-07-03,Equity Max-Sharpe,MRK,0.3194021419066972
2023-08-01,Equity Max-Sharpe,MRK,0.26634195854148135
2023-09-01,Equity Max-Sharpe,MRK,0.34518161138928843
2023-10-02,Equity Max-Sharpe,MRK,0.1815570769702138
2023-11-01,Equity Max-Sharpe,MRK,0.10802689832104745
2023-12-01,Equity Max-Sharpe,MRK,3.769007823072456e-18
2021-01-04,Equity Max-Sharpe,MS,0.0
2021-02-01,Equity Max-Sharpe,MS,0.0
2021-03-01,Equity Max-Sharpe,MS,4.951521721890596e-17
2021-04-01,Equity Max-Sharpe,MS,0.029264200635964882
2021-05-03,Equity Max-Sharpe,MS,0.12203032143298398
2021-06-01,Equity Max-Sharpe,MS,0.12636818663130284
2021-07-01,Equity Max-Sharpe,MS,0.0
2021-08-02,Equity Max-Sharpe,MS,0.02716381050660128
2021-09-01,Equity Max-Sharpe,MS,1.3274808694191962e-17
2021-10-01,Equity Max-Sharpe,MS,0.162028591850242
2021-11-01,Equity Max-Sharpe,MS,1.2046981605699184e-16
2021-12-01,Equity Max-Sharpe,MS,0.0
2022-01-03,Equity Max-Sharpe,MS,0.0
2022-02-01,Equity Max-Sharpe,MS,0.004175362247521483
2022-03-01,Equity Max-Sharpe,MS,0.0
2022-04-01,Equity Max-Sharpe,MS,0.0
2022-05-02,Equity Max-Sharpe,MS,0.0
2022-06-01,Equity Max-Sharpe,MS,5.490963650188463e-17
2022-07-01,Equity Max-Sharpe,MS,5.22080497185632e-17
2022-08-01,Equity Max-Sharpe,MS,1.3053850354411164e-17
2022-09-01,Equity Max-Sharpe,MS,8.084663878854946e-18
2022-10-03,Equity Max-Sharpe,MS,0.0
2022-11-01,Equity Max-Sharpe,MS,3.523891266535167e-17
2022-12-01,Equity Max-Sharpe,MS,0.0
2023-01-03,Equity Max-Sharpe,MS,6.32594640455681e-17
2023-02-01,Equity Max-Sharpe,MS,3.778258122866492e-17
2023-03-01,Equity Max-Sharpe,MS,0.0
2023-04-03,Equity Max-Sharpe,MS,0.0
2023-05-01,Equity Max-Sharpe,MS,6.136353205585454e-17
2023-06-01,Equity Max-Sharpe,MS,1.2523449252264942e-16
2023-07-03,Equity Max-Sharpe,MS,0.0
2023-08-01,Equity Max-Sharpe,MS,4.8901629270451574e-17
2023-09-01,Equity Max-Sharpe,MS,0.0
2023-10-02,Equity Max-Sharpe,MS,5.5267659609688195e-17
2023-11-01,Equity Max-Sharpe,MS,3.930769131869527e-17
2023-12-01,Equity Max-Sharpe,MS,1.0030407629834105e-17
2021-01-04,Equity Max-Sharpe,NEE,7.192852146606702e-17
2021-02-01,Equity Max-Sharpe,NEE,2.5466286834674784e-17
2021-03-01,Equity Max-Sharpe,NEE,0.0
2021-04-01,Equity Max-Sharpe,NEE,1.0663308170551196e-17
2021-05-03,Equity Max-Sharpe,NEE,0.0
2021-06-01,Equity Max-Sharpe,NEE,0.0
2021-07-01,Equity Max-Sharpe,NEE,2.0237789067926975e-17
2021-08-02,Equity Max-Sharpe,NEE,7.387889850985974e-17
2021-09-01,Equity Max-Sharpe,NEE,3.447087542056656e-17
2021-10-01,Equity Max-Sharpe,NEE,4.3146285945867e-18
2021-11-01,Equity Max-Sharpe,NEE,0.0
2021-12-01,Equity Max-Sharpe,NEE,1.1827120951904129e-17
2022-01-03,Equity Max-Sharpe,NEE,0.0
2022-02-01,Equity Max-Sharpe,NEE,1.3864407972389604e-17
2022-03-01,Equity Max-Sharpe,NEE,1.5774000304553175e-17
2022-04-01,Equity Max-Sharpe,NEE,8.427831146745113e-17
2022-05-02,Equity Max-Sharpe,NEE,5.643497096728915e-17
2022-06-01,Equity Max-Sharpe,NEE,0.0
2022-07-01,Equity Max-Sharpe,NEE,0.0
2022-08-01,Equity Max-Sharpe,NEE,0.0
2022-09-01,Equity Max-Sharpe,NEE,0.0
2022-10-03,Equity Max-Sharpe,NEE,0.0
2022-11-01,Equity Max-Sharpe,NEE,1.0532859765478702e-16
2022-12-01,Equity Max-Sharpe,NEE,5.466522025274695e-17
2023-01-03,Equity Max-Sharpe,NEE,0.0
2023-02-01,Equity Max-Sharpe,NEE,0.0
2023-03-01,Equity Max-Sharpe,NEE,0.0
2023-04-03,Equity Max-Sharpe,NEE,0.0
2023-05-01,Equity Max-Sharpe,NEE,0.0
2023-06-01,Equity Max-Sharpe,NEE,2.5425414671352018e-17
2023-07-03,Equity Max-Sharpe,NEE,0.0
2023-08-01,Equity Max-Sharpe,NEE,0.0
2023-09-01,Equity Max-Sharpe,NEE,5.593662394010514e-17
2023-10-02,Equity Max-Sharpe,NEE,1.5250522966223245e-16
2023-11-01,Equity Max-Sharpe,NEE,0.0
2023-12-01,Equity Max-Sharpe,NEE,0.0
2021-01-04,Equity Max-Sharpe,NEM,0.16068448057462872
2021-02-01,Equity Max-Sharpe,NEM,0.14393534516990744
2021-03-01,Equity Max-Sharpe,NEM,1.6117551006127823e-16
2021-04-01,Equity Max-Sharpe,NEM,0.012513376306914101
2021-05-03,Equity Max-Sharpe,NEM,0.0
2021-06-01,Equity Max-Sharpe,NEM,0.0
2021-07-01,Equity Max-Sharpe,NEM,0.0
2021-08-02,Equity Max-Sharpe,NEM,0.0
2021-09-01,Equity Max-Sharpe,NEM,7.201870739994644e-17
2021-10-01,Equity Max-Sharpe,NEM,6.155261017187555e-17
2021-11-01,Equity Max-Sharpe,NEM,0.0
2021-12-01,Equity Max-Sharpe,NEM,3.2345647066192303e-17
2022-01-03,Equity Max-Sharpe,NEM,1.3655001905882886e-17
2022-02-01,Equity Max-Sharpe,NEM,0.0
2022-03-01,Equity Max-Sharpe,NEM,0.0252614768830222
2022-04-01,Equity Max-Sharpe,NEM,0.058409016998187235
2022-05-02,Equity Max-Sharpe,NEM,6.775996073653896e-17
2022-06-01,Equity Max-Sharpe,NEM,0.0
2022-07-01,Equity Max-Sharpe,NEM,0.0
2022-08-01,Equity Max-Sharpe,NEM,0.0
2022-09-01,Equity Max-Sharpe,NEM,5.8891544795718e-18
2022-10-03,Equity Max-Sharpe,NEM,1.8153562974625888e-17
2022-11-01,Equity Max-Sharpe,NEM,0.0
2022-12-01,Equity Max-Sharpe,NEM,0.0
2023-01-03,Equity Max-Sharpe,NEM,8.36845856574578e-17
2023-02-01,Equity Max-Sharpe,NEM,6.94815980797273e-17
2023-03-01,Equity Max-Sharpe,NEM,0.0
2023-04-03,Equity Max-Sharpe,NEM,0.0
2023-05-01,Equity Max-Sharpe,NEM,4.099408374028312e-17
2023-06-01,Equity Max-Sharpe,NEM,3.743960854638025e-17
2023-07-03,Equity Max-Sharpe,NEM,0.0
2023-08-01,Equity Max-Sharpe,NEM,0.0
2023-09-01,Equity Max-Sharpe,NEM,0.0
2023-10-02,Equity Max-Sharpe,NEM,2.1468011432769804e-17
2023-11-01,Equity Max-Sharpe,NEM,2.101733640867906e-17
2023-12-01,Equity Max-Sharpe,NEM,5.73509149118686e-17
2021-01-04,Equity Max-Sharpe,NKE,0.0
2021-02-01,Equity Max-Sharpe,NKE,6.479786217961773e-17
2021-03-01,Equity Max-Sharpe,NKE,0.0
2021-04-01,Equity Max-Sharpe,NKE,0.0
2021-05-03,Equity Max-Sharpe,NKE,4.80048698148554e-17
2021-06-01,Equity Max-Sharpe,NKE,5.384619491837843e-17
2021-07-01,Equity Max-Sharpe,NKE,0.06628766389143177
2021-08-02,Equity Max-Sharpe,NKE,0.13141029021671558
2021-09-01,Equity Max-Sharpe,NKE,0.0648926044903152
2021-10-01,Equity Max-Sharpe,NKE,2.5631448566787198e-17
2021-11-01,Equity Max-Sharpe,NKE,0.0
2021-12-01,Equity Max-Sharpe,NKE,3.975937649295022e-17
2022-01-03,Equity Max-Sharpe,NKE,0.0
2022-02-01,Equity Max-Sharpe,NKE,2.7449394530385275e-17
2022-03-01,Equity Max-Sharpe,NKE,0.0
2022-04-01,Equity Max-Sharpe,NKE,3.8607225082999754e-17
2022-05-02,Equity Max-Sharpe,NKE,0.0
2022-06-01,Equity Max-Sharpe,NKE,0.0
2022-07-01,Equity Max-Sharpe,NKE,8.149251787099152e-18
2022-08-01,Equity Max-Sharpe,NKE,3.2835445927912445e-17
2022-09-01,Equity Max-Sharpe,NKE,1.638574110107098e-16
2022-10-03,Equity Max-Sharpe,NKE,4.046338310862274e-17
2022-11-01,Equity Max-Sharpe,NKE,1.2019562053693446e-16
2022-12-01,Equity Max-Sharpe,NKE,6.516662217495219e-18
2023-01-03,Equity Max-Sharpe,NKE,1.2558899962402255e-16
2023-02-01,Equity Max-Sharpe,NKE,0.0
2023-03-01,Equity Max-Sharpe,NKE,4.920417954830291e-19
2023-04-03,Equity Max-Sharpe,NKE,0.0
2023-05-01,Equity Max-Sharpe,NKE,4.171867457244181e-18
2023-06-01,Equity Max-Sharpe,NKE,0.0
2023-07-03,Equity Max-Sharpe,NKE,0.0
2023-08-01,Equity Max-Sharpe,NKE,0.0
2023-09-01,Equity Max-Sharpe,NKE,2.0222338187933403e-17
2023-10-02,Equity Max-Sharpe,NKE,5.033337380097057e-17
2023-11-01,Equity Max-Sharpe,NKE,4.632863370771964e-17
2023-12-01,Equity Max-Sharpe,NKE,0.0
2021-01-04,Equity Max-Sharpe,NUE,3.462777258182692e-18
2021-02-01,Equity Max-Sharpe,NUE,1.146044891202098e-17
2021-03-01,Equity Max-Sharpe,NUE,7.478782007219527e-17
2021-04-01,Equity Max-Sharpe,NUE,0.1424982648087682
2021-05-03,Equity Max-Sharpe,NUE,0.004321860989462274
2021-06-01,Equity Max-Sharpe,NUE,0.09524677641947281
2021-07-01,Equity Max-Sharpe,NUE,0.10010665188431314
2021-08-02,Equity Max-Sharpe,NUE,0.11998381815378929
2021-09-01,Equity Max-Sharpe,NUE,0.11354297276531866
2021-10-01,Equity Max-Sharpe,NUE,0.054324058693273385
2021-11-01,Equity Max-Sharpe,NUE,0.023030698553298364
2021-12-01,Equity Max-Sharpe,NUE,0.05227912622966483
2022-01-03,Equity Max-Sharpe,NUE,0.10533212638240634
2022-02-01,Equity Max-Sharpe,NUE,0.07341744201683391
2022-03-01,Equity Max-Sharpe,NUE,0.09918893329196075
2022-04-01,Equity Max-Sharpe,NUE,0.036215722823508274
2022-05-02,Equity Max-Sharpe,NUE,0.10453430357348033
2022-06-01,Equity Max-Sharpe,NUE,0.0
2022-07-01,Equity Max-Sharpe,NUE,1.5775462584754077e-16
2022-08-01,Equity Max-Sharpe,NUE,0.02299323504889666
2022-09-01,Equity Max-Sharpe,NUE,2.527444086117633e-16
2022-10-03,Equity Max-Sharpe,NUE,2.7619604046128356e-16
2022-11-01,Equity Max-Sharpe,NUE,0.0
2022-12-01,Equity Max-Sharpe,NUE,7.845393927604359e-17
2023-01-03,Equity Max-Sharpe,NUE,5.246838193159367e-16
2023-02-01,Equity Max-Sharpe,NUE,0.11385537888637438
2023-03-01,Equity Max-Sharpe,NUE,0.02309004791370684
2023-04-03,Equity Max-Sharpe,NUE,0.0
2023-05-01,Equity Max-Sharpe,NUE,1.0938339031157211e-16
2023-06-01,Equity Max-Sharpe,NUE,0.0
2023-07-03,Equity Max-Sharpe,NUE,2.1536710259814223e-16
2023-08-01,Equity Max-Sharpe,NUE,0.0
2023-09-01,Equity Max-Sharpe,NUE,8.958470179471119e-17
2023-10-02,Equity Max-Sharpe,NUE,5.479174894971009e-18
2023-11-01,Equity Max-Sharpe,NUE,0.0
2023-12-01,Equity Max-Sharpe,NUE,0.0
2021-01-04,Equity Max-Sharpe,NVDA,0.19590302034935958
2021-02-01,Equity Max-Sharpe,NVDA,0.25218135203935027
2021-03-01,Equity Max-Sharpe,NVDA,0.08752804171820715
2021-04-01,Equity Max-Sharpe,NVDA,0.017937488058427226
2021-05-03,Equity Max-Sharpe,NVDA,0.06825271687484238
2021-06-01,Equity Max-Sharpe,NVDA,0.054445030038905017
2021-07-01,Equity Max-Sharpe,NVDA,0.09244161017791973
2021-08-02,Equity Max-Sharpe,NVDA,0.09143958248606714
2021-09-01,Equity Max-Sharpe,NVDA,0.08803622365892647
2021-10-01,Equity Max-Sharpe,NVDA,0.11732894740675115
2021-11-01,Equity Max-Sharpe,NVDA,0.0865393765156161
2021-12-01,Equity Max-Sharpe,NVDA,0.1491069425975524
2022-01-03,Equity Max-Sharpe,NVDA,0.09410419784882172
2022-02-01,Equity Max-Sharpe,NVDA,0.06730716655167406
2022-03-01,Equity Max-Sharpe,NVDA,0.06440718898976353
2022-04-01,Equity Max-Sharpe,NVDA,0.07096640922541904
2022-05-02,Equity Max-Sharpe,NVDA,1.750410124328996e-17
2022-06-01,Equity Max-Sharpe,NVDA,0.0
2022-07-01,Equity Max-Sharpe,NVDA,0.0
2022-08-01,Equity Max-Sharpe,NVDA,7.88089710987322e-17
2022-09-01,Equity Max-Sharpe,NVDA,8.614722029781126e-17
2022-10-03,Equity Max-Sharpe,NVDA,0.0
2022-11-01,Equity Max-Sharpe,NVDA,0.0
2022-12-01,Equity Max-Sharpe,NVDA,1.3129547036999448e-18
2023-01-03,Equity Max-Sharpe,NVDA,9.182965447825516e-17
2023-02-01,Equity Max-Sharpe,NVDA,1.4984535664263694e-16
2023-03-01,Equity Max-Sharpe,NVDA,0.0
2023-04-03,Equity Max-Sharpe,NVDA,8.43467823472757e-17
2023-05-01,Equity Max-Sharpe,NVDA,3.8709160234728693e-16
2023-06-01,Equity Max-Sharpe,NVDA,0.1364551420359405
2023-07-03,Equity Max-Sharpe,NVDA,0.11036224958128835
2023-08-01,Equity Max-Sharpe,NVDA,0.14412736645936364
2023-09-01,Equity Max-Sharpe,NVDA,0.19177364906464134
2023-10-02,Equity Max-Sharpe,NVDA,0.17297958514627143
2023-11-01,Equity Max-Sharpe,NVDA,0.24040217347203618
2023-12-01,Equity Max-Sharpe,NVDA,0.20987166137240784
2021-01-04,Equity Max-Sharpe,O,0.0
2021-02-01,Equity Max-Sharpe,O,0.0
2021-03-01,Equity Max-Sharpe,O,0.0
2021-04-01,Equity Max-Sharpe,O,2.4533102760937938e-17
2021-05-03,Equity Max-Sharpe,O,0.0
2021-06-01,Equity Max-Sharpe,O,5.600758531653798e-18
2021-07-01,Equity Max-Sharpe,O,0.0
2021-08-02,Equity Max-Sharpe,O,0.0
2021-09-01,Equity Max-Sharpe,O,0.0
2021-10-01,Equity Max-Sharpe,O,0.0
2021-11-01,Equity Max-Sharpe,O,1.6053062408781542e-17
2021-12-01,Equity Max-Sharpe,O,0.0
2022-01-03,Equity Max-Sharpe,O,0.0
2022-02-01,Equity Max-Sharpe,O,6.560362962316208e-19
2022-03-01,Equity Max-Sharpe,O,2.320428984664576e-17
2022-04-01,Equity Max-Sharpe,O,9.63596428549904e-19
2022-05-02,Equity Max-Sharpe,O,0.0
2022-06-01,Equity Max-Sharpe,O,0.0
2022-07-01,Equity Max-Sharpe,O,8.459990868022183e-17
2022-08-01,Equity Max-Sharpe,O,3.7728737733341905e-17
2022-09-01,Equity Max-Sharpe,O,0.0
2022-10-03,Equity Max-Sharpe,O,5.2333036462231415e-17
2022-11-01,Equity Max-Sharpe,O,1.430902800222635e-17
2022-12-01,Equity Max-Sharpe,O,0.0
2023-01-03,Equity Max-Sharpe,O,0.0
2023-02-01,Equity Max-Sharpe,O,6.450649197028226e-17
2023-03-01,Equity Max-Sharpe,O,0.0
2023-04-03,Equity Max-Sharpe,O,0.0
2023-05-01,Equity Max-Sharpe,O,5.1605712503485e-17
2023-06-01,Equity Max-Sharpe,O,6.954768087212449e-17
2023-07-03,Equity Max-Sharpe,O,0.0
2023-08-01,Equity Max-Sharpe,O,5.766495389654222e-17
2023-09-01,Equity Max-Sharpe,O,3.6645104077513824e-17
2023-10-02,Equity Max-Sharpe,O,7.000895463164923e-17
2023-11-01,Equity Max-Sharpe,O,0.0
2023-12-01,Equity Max-Sharpe,O,0.0
2021-01-04,Equity Max-Sharpe,OXY,0.0
2021-02-01,Equity Max-Sharpe,OXY,3.1147477042250847e-17
2021-03-01,Equity Max-Sharpe,OXY,0.0
2021-04-01,Equity Max-Sharpe,OXY,0.0
2021-05-03,Equity Max-Sharpe,OXY,7.633178708022824e-17
2021-06-01,Equity Max-Sharpe,OXY,0.0
2021-07-01,Equity Max-Sharpe,OXY,0.0
2021-08-02,Equity Max-Sharpe,OXY,0.0
2021-09-01,Equity Max-Sharpe,OXY,2.0451456563987904e-17
2021-10-01,Equity Max-Sharpe,OXY,0.04685144985021026
2021-11-01,Equity Max-Sharpe,OXY,0.05764128383612917
2021-12-01,Equity Max-Sharpe,OXY,0.0
2022-01-03,Equity Max-Sharpe,OXY,2.432666916553855e-17
2022-02-01,Equity Max-Sharpe,OXY,0.0
2022-03-01,Equity Max-Sharpe,OXY,0.0
2022-04-01,Equity Max-Sharpe,OXY,0.0051132107248272355
2022-05-02,Equity Max-Sharpe,OXY,0.01331318120524037
2022-06-01,Equity Max-Sharpe,OXY,0.06789770831415798
2022-07-01,Equity Max-Sharpe,OXY,0.10976835453532534
2022-08-01,Equity Max-Sharpe,OXY,0.16775819990686033
2022-09-01,Equity Max-Sharpe,OXY,0.2305198258850966
2022-10-03,Equity Max-Sharpe,OXY,0.21373796829477232
2022-11-01,Equity Max-Sharpe,OXY,0.10379412705402563
2022-12-01,Equity Max-Sharpe,OXY,0.08207138589960135
2023-01-03,Equity Max-Sharpe,OXY,0.08601165716429009
2023-02-01,Equity Max-Sharpe,OXY,0.06692987924456761
2023-03-01,Equity Max-Sharpe,OXY,0.04406699087856668
2023-04-03,Equity Max-Sharpe,OXY,9.536832445775896e-18
2023-05-01,Equity Max-Sharpe,OXY,1.251146197980022e-16
2023-06-01,Equity Max-Sharpe,OXY,8.558150035728317e-17
2023-07-03,Equity Max-Sharpe,OXY,0.0
2023-08-01,Equity Max-Sharpe,OXY,7.232478312731864e-18
2023-09-01,Equity Max-Sharpe,OXY,5.542797156272297e-18
2023-10-02,Equity Max-Sharpe,OXY,0.0
2023-11-01,Equity Max-Sharpe,OXY,8.071786258202052e-18
2023-12-01,Equity Max-Sharpe,OXY,3.4683648989089165e-17
2021-01-04,Equity Max-Sharpe,PLD,0.0
2021-02-01,Equity Max-Sharpe,PLD,0.0
2021-03-01,Equity Max-Sharpe,PLD,1.1408208501719204e-17
2021-04-01,Equity Max-Sharpe,PLD,0.0
2021-05-03,Equity Max-Sharpe,PLD,0.0
2021-06-01,Equity Max-Sharpe,PLD,5.415152600762611e-17
2021-07-01,Equity Max-Sharpe,PLD,0.0
2021-08-02,Equity Max-Sharpe,PLD,9.282242193295035e-18
2021-09-01,Equity Max-Sharpe,PLD,4.5297978199148195e-18
2021-10-01,Equity Max-Sharpe,PLD,0.0
2021-11-01,Equity Max-Sharpe,PLD,0.031469174710809684
2021-12-01,Equity Max-Sharpe,PLD,0.03421303173946424
2022-01-03,Equity Max-Sharpe,PLD,0.10180435174402704
2022-02-01,Equity Max-Sharpe,PLD,0.07299081974151109
2022-03-01,Equity Max-Sharpe,PLD,0.0
2022-04-01,Equity Max-Sharpe,PLD,0.02620537338523276
2022-05-02,Equity Max-Sharpe,PLD,0.22355549257459975
2022-06-01,Equity Max-Sharpe,PLD,0.0
2022-07-01,Equity Max-Sharpe,PLD,2.836506587412858e-17
2022-08-01,Equity Max-Sharpe,PLD,5.2154183388494166e-17
2022-09-01,Equity Max-Sharpe,PLD,0.0
2022-10-03,Equity Max-Sharpe,PLD,8.138965468484293e-17
2022-11-01,Equity Max-Sharpe,PLD,0.0
2022-12-01,Equity Max-Sharpe,PLD,0.0
2023-01-03,Equity Max-Sharpe,PLD,1.2735642807743599e-17
2023-02-01,Equity Max-Sharpe,PLD,1.595660911810858e-18
2023-03-01,Equity Max-Sharpe,PLD,8.125843110325432e-17
2023-04-03,Equity Max-Sharpe,PLD,1.9211647829233485e-16
2023-05-01,Equity Max-Sharpe,PLD,1.5930764581276378e-16
2023-06-01,Equity Max-Sharpe,PLD,9.997078166432409e-17
2023-07-03,Equity Max-Sharpe,PLD,0.0
2023-08-01,Equity Max-Sharpe,PLD,0.0
2023-09-01,Equity Max-Sharpe,PLD,0.0
2023-10-02,Equity Max-Sharpe,PLD,0.0
2023-11-01,Equity Max-Sharpe,PLD,0.0
2023-12-01,Equity Max-Sharpe,PLD,0.0
2021-01-04,Equity Max-Sharpe,PSA,0.0
2021-02-01,Equity Max-Sharpe,PSA,0.0
2021-03-01,Equity Max-Sharpe,PSA,1.899966273549828e-17
2021-04-01,Equity Max-Sharpe,PSA,0.004306026537758737
2021-05-03,Equity Max-Sharpe,PSA,0.19899262336124734
2021-06-01,Equity Max-Sharpe,PSA,0.2081467522562243
2021-07-01,Equity Max-Sharpe,PSA,0.3374795820115834
2021-08-02,Equity Max-Sharpe,PSA,0.38943166053576844
2021-09-01,Equity Max-Sharpe,PSA,0.3939171334115114
2021-10-01,Equity Max-Sharpe,PSA,0.4364697934652803
2021-11-01,Equity Max-Sharpe,PSA,0.33896205330535795
2021-12-01,Equity Max-Sharpe,PSA,0.37286294840728657
2022-01-03,Equity Max-Sharpe,PSA,0.3676630095545494
2022-02-01,Equity Max-Sharpe,PSA,0.40560828948131644
2022-03-01,Equity Max-Sharpe,PSA,0.40187590187684136
2022-04-01,Equity Max-Sharpe,PSA,0.31976304475809486
2022-05-02,Equity Max-Sharpe,PSA,0.09830567347545284
2022-06-01,Equity Max-Sharpe,PSA,3.435987815714249e-17
2022-07-01,Equity Max-Sharpe,PSA,0.0
2022-08-01,Equity Max-Sharpe,PSA,7.420430995512781e-17
2022-09-01,Equity Max-Sharpe,PSA,0.0
2022-10-03,Equity Max-Sharpe,PSA,1.0145652761185284e-17
2022-11-01,Equity Max-Sharpe,PSA,0.0
2022-12-01,Equity Max-Sharpe,PSA,0.0
2023-01-03,Equity Max-Sharpe,PSA,1.0814543398646798e-16
2023-02-01,Equity Max-Sharpe,PSA,0.0
2023-03-01,Equity Max-Sharpe,PSA,0.0
2023-04-03,Equity Max-Sharpe,PSA,1.0727765829534411e-16
2023-05-01,Equity Max-Sharpe,PSA,0.0
2023-06-01,Equity Max-Sharpe,PSA,6.106810044678033e-17
2023-07-03,Equity Max-Sharpe,PSA,0.0
2023-08-01,Equity Max-Sharpe,PSA,6.473388325482407e-17
2023-09-01,Equity Max-Sharpe,PSA,6.425807517945541e-17
2023-10-02,Equity Max-Sharpe,PSA,0.0
2023-11-01,Equity Max-Sharpe,PSA,0.0
2023-12-01,Equity Max-Sharpe,PSA,3.275999421730063e-17
2021-01-04,Equity Max-Sharpe,QCOM,0.003223756297374131
2021-02-01,Equity Max-Sharpe,QCOM,0.11565482128726176
2021-03-01,Equity Max-Sharpe,QCOM,4.486357118664759e-17
2021-04-01,Equity Max-Sharpe,QCOM,0.0
2021-05-03,Equity Max-Sharpe,QCOM,1.7578548813034822e-16
2021-06-01,Equity Max-Sharpe,QCOM,1.3985114524852904e-18
2021-07-01,Equity Max-Sharpe,QCOM,0.0
2021-08-02,Equity Max-Sharpe,QCOM,2.4821978756631633e-17
2021-09-01,Equity Max-Sharpe,QCOM,0.0
2021-10-01,Equity Max-Sharpe,QCOM,5.2360990395381347e-17
2021-11-01,Equity Max-Sharpe,QCOM,0.0
2021-12-01,Equity Max-Sharpe,QCOM,1.2459769941755265e-16
2022-01-03,Equity Max-Sharpe,QCOM,0.0
2022-02-01,Equity Max-Sharpe,QCOM,0.0
2022-03-01,Equity Max-Sharpe,QCOM,6.76032683345762e-17
2022-04-01,Equity Max-Sharpe,QCOM,2.548330690107943e-17
2022-05-02,Equity Max-Sharpe,QCOM,2.8936062832340926e-17
2022-06-01,Equity Max-Sharpe,QCOM,0.0
2022-07-01,Equity Max-Sharpe,QCOM,0.0
2022-08-01,Equity Max-Sharpe,QCOM,1.595293174851259e-17
