tilt_strength,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown,turnover
0.0,0.1069008215196364,0.1822799179994267,0.5864651613458188,-0.26118167635646805,0.34155510883312457
0.25,0.10683061339096972,0.18252401133081822,0.585296217259564,-0.26301151054695426,0.3431832211058923
0.5,0.10676845775049454,0.18280340114361388,0.5840616590421924,-0.26477770417004376,0.3452885619267543
1.0,0.10666264061303694,0.18344255717634303,0.5814498132540876,-0.26813120897592624,0.3506610648803611
